StdParamName,SourceGroup,LogTransf,UseInStressorID,DirIncStress,SSIndex,SSTVname.bmi,SensMax.bmi,SensMin.bmi,SSTVname.alg,SensMax.alg,SensMin.alg,SSTVname.fish,SensMax.fish,SensMin.fish,Label
PCB_169_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-169 (pg/g)
PCB_181_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-181 (pg/g)
PCB_182_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-182 (pg/g)
PCB_184_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-184 (pg/g)
PCB_186_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-186 (pg/g)
PCB_188_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-188 (pg/g)
PCB_192_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-192 (pg/g)
PCB_204_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-204 (pg/g)
PCB_001_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-001 (pg/g)
PCB_002_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-002 (pg/g)
PCB_011_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-011 (pg/g)
PCB_003_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-003 (pg/g)
PCB_004_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-004 (pg/g)
PCB_006_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-006 (pg/g)
PCB_012_013_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-012/013 (pg/g)
PCB_019_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-019 (pg/g)
PCB_024_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-024 (pg/g)
PCB_025_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-025 (pg/g)
PCB_027_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-027 (pg/g)
PCB_035_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-035 (pg/g)
PCB_042_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-042 (pg/g)
PCB_043_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-043 (pg/g)
PCB_045_051_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-045/051 (pg/g)
PCB_046_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-046 (pg/g)
PCB_048_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-048 (pg/g)
PCB_050_053_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-050/053 (pg/g)
PCB_059_062_075_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-059/062/075 (pg/g)
PCB_060_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-060 (pg/g)
PCB_067_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-067 (pg/g)
PCB_077_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-077 (pg/g)
PCB_079_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-079 (pg/g)
PCB_089_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-089 (pg/g)
PCB_096_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-096 (pg/g)
PCB_107_124_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-107/124 (pg/g)
PCB_109_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-109 (pg/g)
PCB_114_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-114 (pg/g)
PCB_123_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-123 (pg/g)
PCB_133_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-133 (pg/g)
PCB_134_143_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-134/143 (pg/g)
PCB_139_140_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-139/140 (pg/g)
PCB_144_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-144 (pg/g)
PCB_159_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-159 (pg/g)
PCB_167_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-167 (pg/g)
PCB_172_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-172 (pg/g)
PCB_176_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-176 (pg/g)
PCB_178_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-178 (pg/g)
PCB_189_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-189 (pg/g)
PCB_190_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-190 (pg/g)
PCB_195_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-195 (pg/g)
PCB_196_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-196 (pg/g)
PCB_201_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-201 (pg/g)
PCB_205_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-205 (pg/g)
PCB_207_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-207 (pg/g)
PCB_009_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-009 (pg/g)
PCB_036_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-036 (pg/g)
PCB_055_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-055 (pg/g)
PCB_063_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-063 (pg/g)
PCB_103_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-103 (pg/g)
PCB_105_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-105 (pg/g)
PCB_122_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-122 (pg/g)
PCB_126_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-126 (pg/g)
PCB_128_166_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-128/166 (pg/g)
PCB_131_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-131 (pg/g)
PCB_162_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-162 (pg/g)
PCB_171_173_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-171/173 (pg/g)
PCB_175_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-175 (pg/g)
PCB_187_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-187 (pg/g)
PCB_191_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-191 (pg/g)
PCB_197_200_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-197/200 (pg/g)
PCB_208_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,PCB-208 (pg/g)
Benzofluoranthenes_Total_b+k+j_ug_kg,Freshwater Sediment,1,0,Inc,,,,,,,,,,,"Benzofluoranthenes, Total (b+k+j) (ug/kg)"
X_Embed_PCT,Habitat Metrics,0,1,Inc,,,,,,,,,,,Embeddedness (PCT)
Silver_mg_kg,Freshwater Sediment,1,0,Inc,MTI,,,,,,,,,,Silver (mg/kg)
Triphenyl_Phosphate_PCT,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Triphenyl Phosphate (PCT)
Dichlorobenzophenone_4_4pr_PCT,Freshwater Sediment,1,0,Inc,,,,,,,,,,,"4,4'-Dichlorobenzophenone (PCT)"
Dichlorophenylacetic_acid_2_4_PCT,Freshwater Sediment,1,0,Inc,,,,,,,,,,,"2,4-Dichlorophenylacetic acid (PCT)"
PCB_Heptachlorobiphenyls_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,"PCB, Heptachlorobiphenyls (pg/g)"
PCB_Hexachlorobiphenyls_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,"PCB, Hexachlorobiphenyls (pg/g)"
PCB_Nonachlorobiphenyls_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,"PCB, Nonachlorobiphenyls (pg/g)"
PCB_Octachlorobiphenyls_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,"PCB, Octachlorobiphenyls (pg/g)"
PCB_Pentachlorobiphenyls_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,"PCB, Pentachlorobiphenyls (pg/g)"
PCB_Dichlorobiphenyls_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,"PCB, Dichlorobiphenyls (pg/g)"
PCB_Monochlorobiphenyls_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,"PCB, Monochlorobiphenyls (pg/g)"
PCB_Tetrachlorobiphenyls_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,"PCB, Tetrachlorobiphenyls (pg/g)"
PCB_Trichlorobiphenyls_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,"PCB, Trichlorobiphenyls (pg/g)"
PCB_Sum_of_Congeners_pg_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,"PCB, Sum of Congeners (pg/g)"
Trimethoprim_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Trimethoprim (ng/g)
Erythromycin_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Erythromycin (ng/g)
Cloxacillin_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Cloxacillin (ng/g)
Oxacillin_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Oxacillin (ng/g)
Penicillin_G_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Penicillin G (ng/g)
Paraxanthine_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Paraxanthine (ng/g)
Acetaminophen_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Acetaminophen (ng/g)
Azithromycin_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Azithromycin (ng/g)
Caffeine_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Caffeine (ng/g)
Carbamazepine_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Carbamazepine (ng/g)
Cefotaxime_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Cefotaxime (ng/g)
Ciprofloxacin_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Ciprofloxacin (ng/g)
Clarithromycin_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Clarithromycin (ng/g)
Clinafloxacin_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Clinafloxacin (ng/g)
Dehydronifedipine_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Dehydronifedipine (ng/g)
Digoxigenin_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Digoxigenin (ng/g)
Digoxin_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Digoxin (ng/g)
Diltiazem_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Diltiazem (ng/g)
Diphenhydramine_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Diphenhydramine (ng/g)
Enrofloxacin_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Enrofloxacin (ng/g)
Flumequine_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Flumequine (ng/g)
Fluoxetine_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Fluoxetine (ng/g)
Lincomycin_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Lincomycin (ng/g)
Lomefloxacin_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Lomefloxacin (ng/g)
Miconazole_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Miconazole (ng/g)
Norfloxacin_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Norfloxacin (ng/g)
Norgestimate_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Norgestimate (ng/g)
Ofloxacin_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Ofloxacin (ng/g)
Ormetoprim_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Ormetoprim (ng/g)
Oxolinic_Acid_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Oxolinic Acid (ng/g)
Penicillin_V_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Penicillin V (ng/g)
Roxithromycin_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Roxithromycin (ng/g)
Sarafloxacin_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Sarafloxacin (ng/g)
Sulfachloropyridazine_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Sulfachloropyridazine (ng/g)
Sulfadiazine_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Sulfadiazine (ng/g)
Sulfadimethoxine_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Sulfadimethoxine (ng/g)
Sulfamerazine_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Sulfamerazine (ng/g)
Sulfamethazine_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Sulfamethazine (ng/g)
Sulfamethizole_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Sulfamethizole (ng/g)
Sulfamethoxazole_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Sulfamethoxazole (ng/g)
Sulfanilamide_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Sulfanilamide (ng/g)
Sulfathiazole_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Sulfathiazole (ng/g)
Thiabendazole_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Thiabendazole (ng/g)
Tylosin_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Tylosin (ng/g)
Virginiamycin_M1_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Virginiamycin M1 (ng/g)
Carbadox_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Carbadox (ng/g)
Epianhydrochlortetracycline_4_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,4-Epianhydrochlortetracycline (ng/g)
Epianhydrotetracycline_4_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,4-Epianhydrotetracycline (ng/g)
Epichlortetracycline_4_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,4-Epichlortetracycline (ng/g)
Epioxytetracycline_4_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,4-Epioxytetracycline (ng/g)
Epitetracycline_4_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,4-Epitetracycline (ng/g)
Anhydrochlortetracycline_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Anhydrochlortetracycline (ng/g)
Anhydrotetracycline_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Anhydrotetracycline (ng/g)
Chlortetracycline_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Chlortetracycline (ng/g)
Demeclocycline_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Demeclocycline (ng/g)
Doxycycline_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Doxycycline (ng/g)
Isochlortetracycline_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Isochlortetracycline (ng/g)
Minocycline_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Minocycline (ng/g)
Oxytetracycline_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Oxytetracycline (ng/g)
Tetracycline_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Tetracycline (ng/g)
Naproxen_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Naproxen (ng/g)
Hydroxy_ibuprofen_2_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,2-Hydroxy-ibuprofen (ng/g)
Bisphenol_A_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Bisphenol A (ng/g)
Furosemide_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Furosemide (ng/g)
Gemfibrozil_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Gemfibrozil (ng/g)
Glipizide_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Glipizide (ng/g)
Glyburide_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Glyburide (ng/g)
Hydrochlorothiazide_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Hydrochlorothiazide (ng/g)
Ibuprofen_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Ibuprofen (ng/g)
Triclocarban_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Triclocarban (ng/g)
Triclosan_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Triclosan (ng/g)
Warfarin_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Warfarin (ng/g)
Cimetidine_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Cimetidine (ng/g)
Albuterol_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Albuterol (ng/g)
Amphetamine_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Amphetamine (ng/g)
Atenolol_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Atenolol (ng/g)
Atorvastatin_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Atorvastatin (ng/g)
Clonidine_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Clonidine (ng/g)
Codeine_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Codeine (ng/g)
Cotinine_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Cotinine (ng/g)
Enalapril_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Enalapril (ng/g)
Hydrocodone_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Hydrocodone (ng/g)
Metformin_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Metformin (ng/g)
Oxycodone_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Oxycodone (ng/g)
Ranitidine_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Ranitidine (ng/g)
Triamterene_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Triamterene (ng/g)
Estradiol_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Estradiol (ng/g)
Desogestrel_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Desogestrel (ng/g)
Progesterone_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Progesterone (ng/g)
Ethinyl_estradiol_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Ethinyl estradiol (ng/g)
Dihydroequilin_17a_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,17a-Dihydroequilin (ng/g)
Estradiol_17a_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,17a-Estradiol (ng/g)
Androstenedione_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Androstenedione (ng/g)
b_Estradiol_3_benzoate_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,b-Estradiol-3-benzoate (ng/g)
Equilin_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Equilin (ng/g)
Estriol_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Estriol (ng/g)
Estrone_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Estrone (ng/g)
Mestranol_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Mestranol (ng/g)
Norethindrone_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Norethindrone (ng/g)
Norgestrel_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Norgestrel (ng/g)
Testosterone_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Testosterone (ng/g)
Androsterone_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Androsterone (ng/g)
Equilenin_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Equilenin (ng/g)
Cholestanol_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Cholestanol (ng/g)
Cholesterol_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Cholesterol (ng/g)
Coprosterol_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Coprosterol (ng/g)
Desmosterol_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Desmosterol (ng/g)
Epi_Coprostanol_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Epi-Coprostanol (ng/g)
Ergosterol_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Ergosterol (ng/g)
Beta_Sitosterol_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Beta-Sitosterol (ng/g)
Beta_Stigmastanol_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Beta-Stigmastanol (ng/g)
Stigmasterol_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Stigmasterol (ng/g)
Campesterol_ng_g,Freshwater Sediment,1,0,Inc,,,,,,,,,,,Campesterol (ng/g)
