"COMID","ClusterID"
"23743604",2
"23743606",2
"23743608",2
"23743610",2
"23743612",2
"23743614",2
"23743616",2
"23743618",2
"23743620",2
"23743622",2
"23743624",2
"23743626",2
"23743628",2
"23743630",2
"23743754",2
"23743632",2
"23743634",2
"23743636",2
"23743638",2
"23743640",2
"23743642",2
"23743644",2
"23743646",2
"23743648",2
"23743650",2
"23743652",2
"23743654",2
"23743656",2
"23743658",2
"23743660",2
"23743662",2
"23743664",2
"23743666",2
"23743678",2
"23743668",2
"23743670",2
"23743672",2
"23743674",2
"23743676",2
"23743680",2
"23743682",2
"23743684",2
"23743686",2
"23743688",2
"23743690",2
"23743692",2
"23743694",2
"23743696",2
"23743716",2
"23743698",2
"23743700",2
"23743702",2
"23743704",2
"23743726",2
"23743706",2
"23743708",2
"23743710",2
"23743712",2
"23743714",2
"23743718",2
"23743720",2
"23743724",2
"23743722",2
"23743728",2
"23743730",2
"23743732",2
"23743734",2
"23743736",2
"23743738",2
"23743740",2
"23743742",2
"23743744",2
"23743746",2
"23743748",2
"23743750",2
"23743752",2
"23743756",2
"23743758",2
"23743760",2
"23743762",2
"23743764",2
"23743768",2
"23743766",2
"23743770",2
"23743772",2
"23743774",2
"23743776",2
"23743778",2
"23743780",2
"23743782",2
"23743784",2
"23743798",2
"23743786",2
"23743788",2
"23743790",2
"23743792",2
"23743794",2
"23743796",2
"23743800",2
"23743802",2
"23743804",2
"23743806",2
"23743808",2
"23743810",2
"23743812",2
"23743814",2
"23743816",2
"23743818",2
"23743820",2
"23743822",2
"23743824",2
"23743826",2
"23743828",2
"23744050",2
"23743830",2
"23743832",2
"947080087",2
"947080088",2
"23743836",2
"23743838",2
"23743840",2
"23743842",2
"23743844",2
"23743846",2
"23743848",2
"23743850",2
"23743852",2
"23743854",2
"23743856",2
"23743858",2
"23743860",3
"23743864",2
"23743870",2
"23743872",2
"23743910",2
"23743874",2
"23743882",3
"23743884",2
"23743886",2
"23743888",2
"23743890",2
"23743892",2
"23743894",3
"23743896",3
"23743898",3
"23743900",3
"23744052",2
"23743902",3
"23743904",2
"23743906",2
"23743908",2
"23743912",2
"23743914",2
"23743916",2
"23743920",2
"23743922",2
"23743924",2
"23743926",2
"23743928",2
"23743930",2
"23743932",2
"23743934",2
"23743936",2
"23743938",2
"23743940",2
"23743950",2
"23743942",2
"23743944",2
"23743946",2
"23744048",2
"23743952",2
"23743954",2
"23743956",2
"23743958",2
"23743970",2
"23743960",2
"23743962",2
"23743964",2
"23743966",2
"23743968",2
"23743972",2
"23743974",2
"23743976",2
"23743978",2
"23743990",2
"23743980",2
"23743982",2
"23743984",2
"23743986",2
"23743988",2
"23743992",2
"23743994",2
"23743996",2
"23743998",2
"23744024",2
"23744000",2
"23744002",2
"23744004",2
"23744006",2
"23744008",2
"23744010",2
"23744012",2
"23744014",2
"23744026",2
"23744016",2
"23744018",2
"23744020",2
"23744022",2
"23744028",2
"23744030",2
"23744032",2
"23744034",2
"23744036",2
"23744038",2
"23744040",2
"23744042",2
"23744044",2
"23744046",2
"23744054",2
"23744056",2
"23744058",2
"23744060",2
"23744062",2
"23744064",2
"23744066",2
"23744068",2
"23744070",2
"23744072",2
"23744074",2
"23744076",2
"23744078",2
"23744080",2
"23744090",2
"23744082",2
"23744084",2
"23744086",2
"23744088",2
"23744092",2
"23744094",2
"23744096",2
"23744098",2
"23744100",2
"23744102",2
"23744104",2
"23744106",2
"23744108",2
"23744110",2
"23744112",2
"23744504",2
"23744114",2
"23744116",2
"23744126",2
"23744128",2
"23744130",2
"23744132",2
"23744134",2
"23744136",2
"23744138",2
"23744150",2
"23744140",2
"23744142",2
"23744144",2
"23744146",2
"23744148",2
"23744152",2
"23744154",2
"23744158",2
"23744160",2
"23744162",2
"23744164",2
"23744166",2
"23744168",2
"23744170",2
"23744172",2
"23744174",2
"23744176",2
"23744178",2
"23744180",2
"23744252",2
"23744182",2
"23744184",2
"23744186",2
"23744188",2
"23744190",2
"23744192",2
"23744194",2
"23744204",2
"23744196",2
"23744198",2
"23744200",2
"23744202",2
"23744264",2
"23744206",2
"23744208",2
"23744210",2
"23744212",2
"23744214",2
"23744216",2
"23744218",2
"23744226",2
"23744220",2
"23744222",2
"23744224",2
"23744228",2
"23744230",2
"23744232",2
"23744234",2
"23744244",2
"23744506",2
"23744236",2
"23744238",2
"23744240",2
"23744242",2
"23744246",2
"23744248",2
"24839893",2
"23744250",2
"23744254",2
"23744256",2
"23744258",2
"23744260",2
"23744262",2
"23744266",2
"23744268",2
"23744270",2
"23744272",2
"23744274",2
"23744276",2
"23744278",2
"23744280",2
"23744282",2
"23744284",2
"23744286",2
"23744288",2
"23744290",2
"23744292",2
"23744294",2
"23744296",2
"23744298",2
"23744300",2
"23744302",2
"23744304",2
"23744306",2
"23744308",2
"23744310",2
"23744312",2
"23744314",2
"23744316",2
"23744318",2
"23744320",2
"23744322",2
"23744324",2
"23744326",2
"23744328",2
"23744330",2
"23744332",2
"23744334",2
"23744336",2
"23744338",2
"23744340",2
"23744348",2
"23744342",2
"23744344",2
"23744350",2
"23744352",2
"23744354",2
"23744356",2
"23744358",2
"23744360",2
"23744362",2
"23744364",2
"23744366",2
"23744370",2
"23744368",2
"23744508",2
"23744372",2
"23744374",2
"23744376",2
"23744378",2
"23744424",2
"23744380",2
"23744382",2
"23744384",2
"23744386",2
"23744388",3
"23744390",2
"23744392",2
"23744394",2
"24839875",2
"23744396",2
"23744398",2
"23744400",2
"23744402",2
"23744404",2
"23744406",2
"23744408",2
"23744412",2
"23744410",2
"23744414",2
"24839873",2
"23744416",2
"23744418",2
"23744420",2
"23744422",2
"23744426",2
"23744430",2
"23744428",2
"23744434",3
"23744432",3
"23744436",2
"23744438",2
"23744440",2
"23744442",2
"23744444",2
"23744446",2
"23744448",2
"23744450",2
"23744452",2
"23744454",2
"23744456",2
"23744458",2
"23744460",2
"23744468",2
"23744472",2
"23744470",2
"23744474",3
"23744476",3
"23744478",3
"23744480",2
"23744482",2
"23744484",2
"23744510",2
"23744512",3
"23744532",2
"23744514",2
"23744516",2
"23744518",2
"23744520",2
"23744522",2
"23744524",2
"23744528",2
"23744530",2
"23744534",2
"23744536",2
"23744538",2
"23744540",2
"23744542",2
"23744544",2
"23744546",2
"23744548",2
"23744550",2
"23744552",2
"23745016",2
"23744554",2
"23744560",2
"23745018",2
"23745058",3
"23744556",2
"23744558",2
"23744562",2
"23745060",2
"23744564",2
"23744566",2
"23744568",2
"23744570",2
"23744572",2
"23744574",2
"23744576",2
"23744578",2
"23744580",2
"23744582",2
"23744584",2
"23744588",2
"23744590",2
"23744586",2
"23744594",2
"23744592",2
"23745062",2
"23744596",2
"23744598",2
"23744600",2
"23744604",2
"23744606",2
"23744608",2
"23744610",2
"23744612",2
"23744790",2
"23744614",2
"23744616",2
"23744618",2
"23744620",2
"23744622",2
"23744624",3
"23744626",2
"23744628",2
"23744630",2
"23744632",2
"23744634",2
"23744638",2
"23744636",2
"23744792",2
"23744642",2
"23744640",2
"23744646",2
"23744644",2
"23745100",2
"23744648",2
"23744650",2
"23744652",2
"23744660",2
"23744654",2
"23744656",2
"23744658",2
"23744662",2
"23744664",2
"23744666",2
"23744668",2
"23744670",2
"23744672",2
"23744674",2
"23744676",2
"23744678",2
"23744680",2
"23744682",2
"23744684",2
"24839905",2
"23744686",2
"23744688",2
"23744690",2
"23744700",2
"23744694",3
"23744696",3
"23744698",2
"23744746",2
"23744704",2
"23744706",2
"23744708",2
"23744710",4
"23744712",2
"23744734",2
"23744714",2
"23744724",2
"23744720",2
"23744718",2
"23744722",2
"23744726",2
"23744728",2
"23744730",2
"23744732",2
"23744736",2
"23744738",2
"23744764",2
"23744740",2
"23744742",2
"24839883",2
"23744744",2
"23744748",2
"23744750",2
"23744752",2
"23744754",2
"23744756",2
"23744758",2
"23744760",2
"23744762",2
"23744766",2
"23744768",2
"23744770",2
"23744772",2
"23744782",2
"23744774",2
"23744776",2
"24839881",2
"23744786",2
"23744778",2
"23744780",2
"23744784",2
"23744788",2
"23744794",2
"23744796",2
"23744798",2
"23744800",2
"23744802",2
"23744804",3
"23744806",3
"23744808",2
"23744810",2
"23744814",3
"23744812",2
"23744816",2
"23744818",2
"23744820",2
"23744822",2
"23745028",2
"23744826",2
"23744828",2
"23744830",3
"23744832",2
"23744834",2
"24839891",2
"23744836",2
"23744838",3
"23744894",3
"23744840",2
"23744842",3
"23744844",2
"23744870",2
"23744846",2
"23744848",2
"23744850",2
"23744852",2
"23744854",3
"23744856",2
"23744858",3
"23744860",3
"23744862",3
"23744864",3
"23744866",2
"23744868",3
"23744876",3
"23744878",2
"23744880",2
"23744882",2
"23744954",3
"23744884",2
"23744886",2
"23744890",2
"23744892",2
"23744896",2
"23744898",2
"23744900",2
"23744902",3
"23744904",2
"23744906",2
"23744908",2
"23744910",2
"23745014",3
"23744912",2
"23744914",2
"23744916",3
"23744918",2
"23744920",2
"23744924",3
"23744926",2
"23744928",3
"23744930",2
"23744932",2
"23744964",2
"23744934",2
"23744938",2
"23744936",2
"23744940",3
"23744950",3
"23744942",2
"23744944",2
"23744946",3
"23744956",2
"23744948",2
"23744952",2
"23744958",2
"23744960",3
"23744962",2
"23744966",2
"23744968",2
"23744970",2
"23744972",2
"23744974",2
"23744976",2
"23744980",2
"23744978",2
"23744982",2
"23744984",2
"23744986",2
"23744988",2
"23744990",2
"23744992",2
"23744994",2
"23744996",3
"23744998",2
"23745000",2
"23745002",3
"23745004",2
"23745006",2
"23745008",3
"23745010",2
"23745012",2
"23745020",2
"23745022",2
"23745024",2
"23745032",3
"23745026",3
"23745034",2
"23745036",2
"23745038",2
"23745040",3
"23745056",2
"23745050",2
"23745042",2
"23745076",2
"23745044",2
"23745046",2
"23745048",2
"23745052",2
"23745054",2
"23745138",2
"23745064",3
"23745066",2
"23745070",2
"24839877",2
"23745072",2
"23745074",3
"23745090",3
"23745078",2
"24839885",2
"23745080",2
"23745082",2
"23745092",2
"23745086",2
"23745088",2
"23745122",2
"23745094",2
"23745096",2
"23745098",2
"23745112",2
"23745102",2
"23745104",2
"23745106",3
"23745140",2
"23745108",2
"23745110",2
"23745114",2
"23745124",2
"23745178",2
"23745116",3
"23745118",3
"23745120",2
"23745126",2
"23745258",2
"23745128",3
"23745130",2
"23745132",2
"23745134",2
"23745162",2
"23745142",2
"23745144",2
"23745146",2
"23745170",2
"23745150",2
"23745152",2
"23745154",2
"23745158",2
"23745160",2
"23745164",2
"23745166",2
"23745168",2
"24839897",2
"23745172",2
"23745174",2
"23745176",3
"23745180",3
"23745980",3
"23745182",3
"23745184",2
"23745186",2
"23745196",3
"23745188",2
"23745190",2
"23745192",2
"23745194",2
"23745198",2
"23745200",2
"23745202",2
"23745226",2
"23745204",2
"23745206",2
"23745208",2
"23745210",3
"23745212",2
"23745222",2
"23745214",2
"23745216",2
"23745242",2
"23745978",2
"23745218",2
"947080089",2
"947080090",2
"23745224",2
"23745228",3
"23745250",3
"23745230",2
"23745278",2
"23746016",2
"23745234",2
"23745238",2
"23745264",2
"23745240",2
"23745244",2
"23745246",3
"23745256",3
"23745248",3
"23745252",2
"23745254",2
"23745260",3
"23745262",3
"23745266",3
"23745392",2
"23745268",3
"23745270",2
"23745272",3
"23745274",2
"23745276",2
"23745280",2
"23746008",3
"23745282",3
"23745290",2
"23745284",2
"23745286",2
"23745288",3
"23745996",3
"23745292",2
"23745296",2
"23745294",3
"23745298",2
"23745300",2
"23745304",2
"23745306",2
"23745308",2
"23745336",2
"23745310",2
"23745998",4
"23745328",2
"23745312",4
"23745316",2
"23745318",2
"23746002",2
"23745320",2
"23745322",2
"23745324",2
"23745326",2
"23745982",2
"23745334",2
"23746012",2
"23745338",2
"23745340",2
"23745342",2
"23746006",2
"23745344",4
"23746028",4
"23745346",2
"23745348",2
"23745350",2
"23745352",2
"23745354",2
"23745382",2
"23745358",2
"23745360",2
"23745362",2
"23745364",2
"23745366",2
"23745368",2
"23745370",3
"23745372",2
"23745374",2
"23745378",2
"23745380",2
"23745384",2
"23745386",2
"23745388",2
"23746004",2
"23745390",2
"23745394",2
"23745396",2
"23745398",2
"23745404",2
"23745400",3
"23745402",2
"23745416",2
"23745412",2
"23745406",2
"23745408",2
"23745410",2
"23745418",2
"23745420",2
"23745422",2
"23745424",2
"23745432",2
"23745426",2
"23745434",2
"23745428",2
"23745430",2
"23745462",2
"23745436",2
"23745458",2
"23745438",2
"23745440",2
"23745470",2
"23745442",2
"23745480",2
"23745444",2
"23745502",2
"23745446",3
"23745448",2
"23745474",2
"23745450",2
"23745488",2
"23745452",2
"23745454",3
"23745456",2
"23745460",2
"23745464",2
"23745466",2
"23745468",2
"23745472",2
"23745476",2
"23745478",2
"23745482",2
"23745484",2
"23745486",3
"23745490",2
"23745492",2
"23745506",3
"23745494",2
"23745496",2
"23745498",2
"23745500",2
"23745504",2
"23745508",3
"23745512",2
"23745514",2
"23745516",2
"23745518",2
"23745520",2
"23746018",2
"23745522",2
"23745524",2
"23745526",2
"23745528",3
"24839899",2
"23745530",2
"23745532",2
"23745554",2
"23745534",2
"23745562",3
"23745536",2
"23745540",2
"23745542",3
"23745992",3
"23745702",2
"23745544",2
"23745546",3
"23745548",3
"23745550",3
"23745564",2
"23745552",2
"23745556",2
"23745558",3
"23745560",3
"23745566",2
"23745568",2
"23745570",3
"23745572",3
"23745640",3
"23745574",2
"23745576",2
"23745578",3
"23745580",3
"23745972",2
"23745582",2
"23745584",3
"23745586",2
"23745588",3
"23745590",3
"23745592",3
"23745594",2
"23745596",3
"23745598",2
"23745600",2
"23745602",3
"24839921",3
"23745658",3
"23745604",3
"23745606",2
"23745608",2
"23745610",2
"23745612",3
"23745614",2
"23745616",3
"23745618",3
"23745620",2
"23745622",2
"23745624",2
"23745626",3
"23745628",3
"23745630",3
"23745694",2
"23745632",3
"23745634",2
"23745636",2
"23745638",2
"23745642",2
"23745644",2
"23745646",3
"23745648",2
"23746020",2
"23745650",3
"23745652",2
"23745654",2
"23745656",2
"23745660",2
"23745662",2
"23745664",2
"23745666",2
"24839911",3
"23745668",2
"23745670",3
"23745672",3
"23745674",3
"23745676",2
"23745678",2
"23745680",2
"23745682",2
"23745684",2
"23745686",3
"23745688",3
"23745690",3
"23745692",2
"23745696",3
"23745698",2
"23745700",2
"23745704",2
"23745706",3
"23745708",2
"23745710",2
"23745712",2
"23745714",2
"23745716",3
"23745718",2
"23745720",2
"23745722",3
"23745724",2
"23745726",2
"23745728",2
"23745732",2
"23745734",2
"23745736",2
"23745738",2
"23745740",2
"23745742",2
"23745744",2
"23745746",2
"23745748",3
"23745750",2
"23745784",3
"23745752",3
"23745758",2
"23745786",3
"23745754",2
"23745756",2
"23745974",2
"23745760",2
"23745762",2
"23745764",2
"23745766",2
"947080068",2
"947080069",2
"947080070",2
"23745768",2
"23745770",2
"23745772",2
"23745774",2
"23745776",2
"23745778",3
"23746022",2
"23745780",2
"23745782",2
"23745788",2
"23745790",2
"23745792",2
"23745794",2
"23745822",3
"23745796",2
"23745798",2
"23745800",2
"23745802",2
"23745804",2
"23745806",2
"23745808",2
"23745810",2
"23745812",2
"23745814",3
"23745816",3
"23745818",3
"23745820",2
"23745824",3
"23745826",2
"23745846",2
"23745828",2
"23745830",3
"23745832",2
"23745834",2
"23745836",3
"23745838",3
"23745840",2
"23745842",2
"23745844",2
"23745848",2
"23745852",2
"23745854",3
"23745856",3
"23745858",3
"23745860",2
"23745862",2
"23745864",2
"23745866",3
"23745868",2
"23745870",3
"23745872",2
"23745874",3
"23745876",2
"23745878",3
"23745880",3
"23745882",2
"23746024",2
"23745884",3
"23745886",2
"23745888",2
"23745894",3
"23745918",3
"23745890",3
"23745892",2
"23746034",2
"23745896",2
"23745898",3
"23745900",2
"23745902",3
"23745930",2
"23745904",2
"23745906",2
"23745908",2
"23745910",2
"23745912",3
"23745914",3
"23745916",2
"23745920",3
"23745922",3
"23745924",3
"23745926",2
"24839869",2
"23745928",3
"23745932",2
"23745934",3
"23745936",3
"23745938",3
"23745940",3
"23745952",3
"23745942",2
"23745944",2
"23745946",3
"23745948",2
"23745950",3
"23745954",3
"23745956",3
"23745958",3
"23745968",3
"23745960",3
"23745962",3
"23745976",2
"23745964",3
"23745966",3
"23746000",2
"23746036",2
"23746066",2
"947080091",4
"947080092",2
"23746074",2
"24839909",3
"23744118",2
"23744120",2
"23744122",2
"23744124",2
"23745970",2
"947080062",2
"947080063",2
"947080064",2
"947080065",2
"947080066",2
"24250226",2
"947080067",2
"24249498",3
"24249550",3
"24249876",2
"24249390",2
"24248416",3
"24248418",3
"24248420",3
"24248422",3
"24248432",3
"24248424",3
"24248426",3
"24248428",3
"24248430",3
"24248434",3
"24248436",3
"24248438",3
"24248440",3
"24248442",3
"24248444",3
"24248446",3
"24248448",3
"24248534",2
"24248450",3
"24248452",3
"24248454",3
"24248618",2
"24248456",3
"24248458",3
"24248460",3
"24248462",3
"24248464",3
"24248466",3
"24248468",3
"24248470",3
"24248472",3
"24248474",3
"24248476",3
"24249096",3
"24248494",3
"24248538",2
"24248542",3
"24249606",3
"24248554",3
"24248556",3
"24248558",2
"24248560",2
"24248562",2
"24248564",2
"24248566",2
"24248568",2
"24248570",2
"24248572",2
"24248574",2
"24840254",2
"24248576",2
"24248578",2
"24248580",2
"24248582",2
"24248584",2
"24248586",2
"24248588",2
"24248590",2
"24248592",2
"24248594",2
"24248596",2
"24248598",2
"24248600",2
"24248602",2
"24248604",2
"24248606",2
"24248608",2
"24248610",2
"24248612",2
"24248614",2
"24248616",2
"24248620",2
"24248622",2
"24248624",2
"24248626",2
"24248628",2
"24248630",2
"24248632",2
"24248634",2
"24248636",2
"24248638",2
"24248640",2
"24248642",2
"24248644",2
"24248646",2
"24248654",2
"24248648",2
"24248650",2
"24248652",2
"24248656",2
"24248658",2
"24248660",2
"24248662",2
"24248664",3
"24248666",3
"24248668",3
"24248670",3
"24248672",3
"24248674",3
"24248676",2
"24248678",2
"24248680",2
"24248682",2
"24248684",2
"24248686",2
"24248688",2
"24248690",2
"24248692",2
"24248694",2
"24248696",2
"24248698",2
"24248700",2
"24248702",2
"24248774",2
"24248704",2
"24248706",2
"24248708",2
"24248710",2
"24248712",2
"24248714",3
"24248716",2
"24248718",2
"24248720",2
"24248722",2
"24248724",2
"24248726",2
"24248728",2
"24248730",2
"24248740",2
"24248742",2
"24248744",2
"24248746",2
"24840256",2
"24248748",2
"24248750",2
"24248752",2
"24248754",2
"24248756",2
"24248758",2
"24248760",2
"24248762",2
"24248764",2
"24248766",2
"24248768",2
"24248770",2
"24248772",2
"24248776",2
"24248778",2
"24248780",2
"24248782",2
"24248784",2
"24248786",3
"24248788",3
"24248790",3
"24248792",2
"24248794",2
"24248796",2
"24248806",2
"24248798",2
"24248800",2
"24248802",2
"24248804",2
"24248808",2
"24248810",2
"24248812",2
"24248814",2
"24248816",2
"24248818",2
"24248820",2
"24248828",3
"24248822",2
"24248824",3
"24248826",3
"24248830",3
"24248832",3
"24248860",3
"24248854",2
"24248856",2
"24248858",2
"24248862",3
"24248864",3
"24248866",3
"24248868",3
"24248870",3
"24248912",2
"24248872",3
"24248874",3
"24248876",3
"24248878",3
"24248880",3
"24248882",3
"24248890",2
"24248884",3
"24248886",2
"24248888",2
"24248892",2
"24248894",4
"24248904",2
"24248906",2
"24248908",2
"24248910",2
"24248914",2
"24248916",2
"24248918",2
"24248920",2
"24248924",2
"24248922",2
"24248926",2
"24248928",2
"24248930",2
"24248932",2
"24248934",2
"24248936",2
"24248940",2
"24248942",2
"24248938",2
"24248944",2
"24248948",2
"24248946",2
"24248966",3
"24248968",3
"24248970",3
"24248972",3
"24248974",3
"24249082",3
"24248976",3
"24248978",3
"24248980",3
"24248982",3
"24248984",3
"24248986",3
"24249084",3
"24248988",2
"24249008",2
"24249010",2
"24249012",2
"24249014",2
"24249022",2
"24249024",3
"24249092",3
"24249028",3
"24249030",3
"24249032",3
"24249034",3
"24249036",3
"24249038",3
"24249046",3
"24249040",3
"24249042",3
"24249044",3
"24249048",3
"24249050",3
"24249052",3
"24249054",3
"24249056",3
"24249058",3
"24249060",3
"24249062",3
"24249064",3
"24249094",3
"24249066",3
"24249068",2
"24249070",2
"24249072",2
"24249074",2
"24249076",2
"24249078",3
"24249080",3
"24249086",3
"24249088",3
"24249090",3
"24840258",2
"24249098",3
"24249100",3
"24249102",3
"24249104",3
"24249106",4
"24249108",4
"24249110",4
"24250030",3
"24249112",4
"24249236",4
"24250102",3
"24249124",4
"24249334",3
"24249126",4
"24249362",4
"24840268",2
"24249216",3
"24249218",3
"24249220",3
"24249222",3
"24249228",3
"24249230",3
"24249232",3
"24249234",4
"24249238",4
"24249250",3
"24249252",3
"24249260",2
"24249262",3
"24249264",3
"24249266",3
"24249268",3
"24249270",3
"24249274",2
"24249276",2
"24249278",2
"24249280",2
"24249282",2
"24249292",3
"24249294",3
"24249296",3
"24249298",3
"24249300",3
"24249302",3
"24249304",3
"24249312",3
"24249314",3
"24250380",3
"24249332",3
"24249328",2
"24249330",2
"24249336",3
"24249338",3
"24249340",3
"24249342",2
"24249344",2
"24249346",2
"24249356",4
"24249358",4
"24249360",4
"24249364",4
"24249366",2
"24249368",2
"24249402",2
"24249380",3
"24249382",2
"24249418",2
"24249384",2
"24249386",3
"24249388",3
"24249462",2
"24249394",3
"24249396",3
"24249398",3
"24249400",2
"24249404",3
"24249406",2
"24249408",2
"24249420",2
"24249410",3
"24249412",3
"24249414",3
"24249416",2
"24249422",3
"24249424",3
"24249426",3
"24250138",3
"24249428",2
"24249430",3
"24249432",2
"24249440",3
"24249434",2
"24249436",3
"24249438",4
"24248950",2
"24249442",3
"24249444",4
"24249466",4
"24249446",3
"24249448",3
"24249450",3
"24249452",3
"24249454",3
"24249456",3
"24249458",3
"24249460",3
"24249464",3
"24249468",4
"24249470",3
"24249472",3
"24249476",3
"24249478",4
"24249480",4
"24249496",4
"24249482",2
"24249502",3
"24249506",4
"24249486",4
"24249492",3
"24249494",3
"24249508",3
"24249512",3
"24249520",4
"24249516",2
"24249522",3
"24249526",3
"24249540",3
"24249528",4
"24249530",3
"24249568",4
"24250304",4
"24249536",4
"24249538",3
"24249542",4
"24249546",3
"24250492",3
"24249548",2
"24250302",2
"24250310",4
"24249552",4
"24250308",4
"24249554",4
"24249556",3
"24249558",3
"24249590",3
"24249560",4
"24249562",4
"24249564",3
"24249566",3
"24249570",2
"24250306",4
"24249572",4
"24249574",4
"24250364",4
"24249580",4
"24249582",3
"24250490",3
"24249588",3
"24249596",3
"24249608",4
"24249610",2
"24249612",3
"24249616",3
"24249618",3
"24249692",3
"24249620",3
"24249624",2
"24250150",3
"24249628",3
"24249630",2
"24249714",2
"24250056",3
"24249634",2
"24249636",3
"24249642",3
"24249646",3
"24249648",3
"24249650",3
"24249660",3
"24249652",3
"24249656",3
"24249664",2
"24249666",3
"24250376",3
"24249668",2
"24249670",2
"24249672",2
"24249688",3
"24249674",2
"24249676",2
"24249678",2
"24249730",2
"24249686",3
"24249696",3
"24249698",2
"24250378",3
"24249700",3
"24249702",3
"24249704",3
"24249706",3
"24249708",3
"24249712",3
"24249718",2
"24249720",3
"24249732",3
"24249722",3
"24249724",3
"24249726",3
"24249734",3
"24249738",2
"24249742",2
"24249794",3
"24249746",3
"24249748",2
"24249750",3
"24249752",3
"24249754",2
"24249756",3
"24249760",2
"24249764",2
"24249766",3
"24249768",3
"24250318",2
"24249770",2
"24248952",2
"24249774",3
"24249780",3
"24249784",3
"24249786",3
"24249790",2
"24249792",3
"24249796",3
"24249798",2
"24249800",3
"24249802",3
"24249808",3
"24249810",3
"24249812",2
"24249814",3
"24249816",3
"24249818",3
"24249820",3
"24249822",3
"24249824",3
"24249826",3
"24249834",2
"24249836",3
"24249840",2
"24249868",2
"24249842",3
"24249844",3
"24249846",3
"24249878",2
"24249848",3
"24249852",3
"24249854",3
"24249858",2
"24249880",2
"24249860",3
"24249864",2
"24249866",2
"24249870",3
"24249872",3
"24249874",3
"24249882",2
"24249884",2
"24249886",3
"24249888",2
"24249890",3
"24249898",2
"24249894",2
"24249896",2
"24249902",3
"24249904",2
"24249906",4
"24249908",2
"24249910",2
"24249912",3
"24249914",3
"24249918",2
"24249920",3
"24249924",2
"24249926",3
"24249928",3
"24249930",3
"24249932",3
"24249934",3
"24249936",2
"24249938",2
"24249940",3
"24249944",2
"24249948",3
"24249950",3
"24249952",3
"24249956",3
"24249958",3
"24249964",3
"24249968",3
"24250300",3
"24249970",2
"24249972",2
"24249974",2
"24250008",3
"24250372",4
"24249976",3
"24249978",3
"24249980",3
"24249982",3
"24249984",3
"24249986",2
"24248544",3
"24249994",3
"24249996",2
"24249998",3
"24250000",2
"24250002",3
"24250004",3
"24250010",3
"24250012",3
"24250014",2
"24250016",3
"24250020",3
"24250022",3
"24250024",3
"24250028",3
"24250032",3
"24249392",3
"24250074",2
"24250034",3
"24250036",3
"24250038",3
"24250262",3
"24250040",3
"24250042",3
"24250060",3
"24250264",3
"24248546",3
"24250044",3
"24250046",2
"24250054",3
"24250058",3
"24250266",3
"24250062",3
"24250066",3
"24250068",3
"24250092",3
"24250070",3
"24250094",3
"24250072",3
"24250086",3
"24250082",3
"24250272",3
"24250084",3
"24250270",3
"24248954",2
"24250088",2
"24250098",3
"24250100",3
"24250104",2
"24248956",2
"24250106",2
"24250108",3
"24249310",3
"24250112",2
"24250118",3
"24250128",2
"24250122",2
"24250124",3
"24250126",3
"24250130",3
"24250132",3
"24250134",3
"24250136",3
"24250142",2
"24250468",3
"24250144",3
"24250146",2
"24250168",3
"24250154",2
"24250156",3
"24250160",2
"24250162",2
"24249354",4
"24250166",3
"24250174",2
"24250180",3
"24250184",3
"24250186",2
"24250470",2
"24250192",3
"24250374",4
"24250194",3
"24250196",3
"24250200",3
"24250198",3
"24250202",3
"24250204",3
"24840236",2
"24250208",3
"24250210",3
"24250218",3
"24250220",3
"24250222",2
"24840244",2
"24250224",2
"24250230",3
"24250232",3
"24250242",3
"24250244",3
"24250246",3
"24840246",2
"24250254",3
"24250256",3
"24250298",3
"24250258",3
"24250260",3
"24250432",3
"24249586",2
"24840252",2
"24249020",2
"24840224",2
"24840228",2
"24840232",2
"24840234",2
"24248958",2
"24248960",3
"24248962",3
"24248964",3
"24249026",3
"24248552",3
"24250338",3
"24248732",2
"24248734",2
"24248736",2
"24248738",2
"24250274",2
"24250276",2
"24250278",2
"24250280",2
"24248990",2
"24248992",2
"24248994",2
"24248996",2
"24248998",2
"24249000",2
"24249002",2
"24249004",2
"24249006",2
"24249016",2
"24249018",2
"24250282",3
"24250284",3
"24250286",3
"24250288",3
"24250290",3
"24250292",3
"24250294",2
"24250296",3
"24250494",3
"23743586",2
"23737925",1
"24243343",4
"23738069",2
"23736613",4
"23736635",4
"23737879",4
"23736337",1
"23736339",1
"23736341",1
"23736343",1
"23737867",1
"23737869",1
"23737985",1
"23737937",1
"23737939",1
"23737941",1
"23737757",4
"23737861",4
"23736357",1
"23736359",1
"23738059",4
"23736309",4
"23736311",4
"23736313",4
"23737759",4
"23737777",4
"24241627",2
"24243625",1
"24243331",1
"24243335",4
"24243337",4
"23738061",1
"23737865",1
"23737875",1
"23737793",1
"23736703",3
"23737753",4
"23737755",4
"23737959",4
"23738043",1
"23736349",1
"23737927",1
"23737931",1
"23736773",4
"23736317",4
"23737765",4
"23737761",4
"23735693",2
"23735701",2
"23735703",2
"23736303",4
"23736305",4
"23736307",4
"23736315",4
"23736319",4
"23736693",4
"23736325",4
"23736327",1
"24243311",1
"23736321",4
"23736323",1
"23736329",1
"23736331",1
"23736335",1
"23736333",1
"23736345",1
"23736347",1
"23736351",1
"23736353",1
"23736355",1
"23736361",1
"23736363",1
"23736365",1
"23736367",1
"23736369",1
